ts_utc,round_id,request_id,device_id,filename,count,count_mean,aphid_count,slug_count,total_count,class_breakdown_json,images_in_round,aggregation_mode,image_blob_name,history_blob_name
2026-03-21T10:12:18Z,round_1774087938451,pred_20260321_101218_001,demo-trap-001,demo-trap-001_20260321_101218.jpg,2,2.0000,2,0,2,"{""aphid"": 2}",1,single_image,sample-images/demo-trap-001/20260321_101218.jpg,sample-history/demo-trap-001/20260321_101218.json
2026-03-21T20:14:22Z,round_1774124062157,pred_20260321_201422_002,demo-trap-001,demo-trap-001_20260321_201422.jpg,3,3.0000,3,0,3,"{""aphid"": 3}",1,single_image,sample-images/demo-trap-001/20260321_201422.jpg,sample-history/demo-trap-001/20260321_201422.json
2026-03-22T10:16:05Z,round_1774174565272,pred_20260322_101605_003,demo-trap-001,demo-trap-001_20260322_101605.jpg,3,3.0000,3,0,3,"{""aphid"": 3}",1,single_image,sample-images/demo-trap-001/20260322_101605.jpg,sample-history/demo-trap-001/20260322_101605.json
2026-03-22T20:18:47Z,round_1774210727318,pred_20260322_201847_004,demo-trap-001,demo-trap-001_20260322_201847.jpg,4,4.0000,4,0,4,"{""aphid"": 4}",1,single_image,sample-images/demo-trap-001/20260322_201847.jpg,sample-history/demo-trap-001/20260322_201847.json
2026-03-23T10:11:43Z,round_1774260703398,pred_20260323_101143_005,demo-trap-001,demo-trap-001_20260323_101143.jpg,3,3.0000,3,0,3,"{""aphid"": 3}",1,single_image,sample-images/demo-trap-001/20260323_101143.jpg,sample-history/demo-trap-001/20260323_101143.json
2026-03-23T20:12:19Z,round_1774296739233,pred_20260323_201219_006,demo-trap-001,demo-trap-001_20260323_201219.jpg,4,4.0000,4,0,4,"{""aphid"": 4}",1,single_image,sample-images/demo-trap-001/20260323_201219.jpg,sample-history/demo-trap-001/20260323_201219.json
2026-03-24T10:13:57Z,round_1774347237391,pred_20260324_101357_007,demo-trap-001,demo-trap-001_20260324_101357.jpg,2,2.0000,2,0,2,"{""aphid"": 2}",1,single_image,sample-images/demo-trap-001/20260324_101357.jpg,sample-history/demo-trap-001/20260324_101357.json
2026-03-24T20:16:03Z,round_1774383363655,pred_20260324_201603_008,demo-trap-001,demo-trap-001_20260324_201603.jpg,3,3.0000,3,0,3,"{""aphid"": 3}",1,single_image,sample-images/demo-trap-001/20260324_201603.jpg,sample-history/demo-trap-001/20260324_201603.json
2026-03-25T10:15:18Z,round_1774433718932,pred_20260325_101518_009,demo-trap-001,demo-trap-001_20260325_101518.jpg,4,4.0000,4,0,4,"{""aphid"": 4}",1,single_image,sample-images/demo-trap-001/20260325_101518.jpg,sample-history/demo-trap-001/20260325_101518.json
2026-03-25T20:11:44Z,round_1774469504821,pred_20260325_201144_010,demo-trap-001,demo-trap-001_20260325_201144.jpg,5,5.0000,5,0,5,"{""aphid"": 5}",1,single_image,sample-images/demo-trap-001/20260325_201144.jpg,sample-history/demo-trap-001/20260325_201144.json
2026-03-26T10:17:21Z,round_1774520241197,pred_20260326_101721_011,demo-trap-001,demo-trap-001_20260326_101721.jpg,5,5.0000,5,0,5,"{""aphid"": 5}",1,single_image,sample-images/demo-trap-001/20260326_101721.jpg,sample-history/demo-trap-001/20260326_101721.json
2026-03-26T20:20:28Z,round_1774556428037,pred_20260326_202028_012,demo-trap-001,demo-trap-001_20260326_202028.jpg,6,6.0000,6,0,6,"{""aphid"": 6}",1,single_image,sample-images/demo-trap-001/20260326_202028.jpg,sample-history/demo-trap-001/20260326_202028.json
2026-03-27T10:18:03Z,round_1774606683064,pred_20260327_101803_013,demo-trap-001,demo-trap-001_20260327_101803.jpg,5,5.0000,5,0,5,"{""aphid"": 5}",1,single_image,sample-images/demo-trap-001/20260327_101803.jpg,sample-history/demo-trap-001/20260327_101803.json
2026-03-27T20:22:31Z,round_1774642951138,pred_20260327_202231_014,demo-trap-001,demo-trap-001_20260327_202231.jpg,6,6.0000,6,0,6,"{""aphid"": 6}",1,single_image,sample-images/demo-trap-001/20260327_202231.jpg,sample-history/demo-trap-001/20260327_202231.json
2026-03-28T10:14:49Z,round_1774692889265,pred_20260328_101449_015,demo-trap-001,demo-trap-001_20260328_101449.jpg,5,5.0000,5,0,5,"{""aphid"": 5}",1,single_image,sample-images/demo-trap-001/20260328_101449.jpg,sample-history/demo-trap-001/20260328_101449.json
2026-03-28T20:19:14Z,round_1774729154802,pred_20260328_201914_016,demo-trap-001,demo-trap-001_20260328_201914.jpg,6,6.0000,6,0,6,"{""aphid"": 6}",1,single_image,sample-images/demo-trap-001/20260328_201914.jpg,sample-history/demo-trap-001/20260328_201914.json
2026-03-29T10:16:42Z,round_1774779402626,pred_20260329_101642_017,demo-trap-001,demo-trap-001_20260329_101642.jpg,6,6.0000,6,0,6,"{""aphid"": 6}",1,single_image,sample-images/demo-trap-001/20260329_101642.jpg,sample-history/demo-trap-001/20260329_101642.json
2026-03-29T22:57:18Z,round_1774825038247,pred_20260329_225718_018,demo-trap-001,demo-trap-001_20260329_225718.jpg,7,7.0000,7,0,7,"{""aphid"": 7}",1,single_image,sample-images/demo-trap-001/20260329_225718.jpg,sample-history/demo-trap-001/20260329_225718.json
2026-03-30T10:19:18Z,round_1774865958313,pred_20260330_101918_019,demo-trap-001,demo-trap-001_20260330_101918.jpg,6,6.0000,6,0,6,"{""aphid"": 6}",1,single_image,sample-images/demo-trap-001/20260330_101918.jpg,sample-history/demo-trap-001/20260330_101918.json
2026-03-30T21:03:26Z,round_1774904606452,pred_20260330_210326_020,demo-trap-001,demo-trap-001_20260330_210326.jpg,7,7.0000,7,0,7,"{""aphid"": 7}",1,single_image,sample-images/demo-trap-001/20260330_210326.jpg,sample-history/demo-trap-001/20260330_210326.json
2026-03-31T10:18:47Z,round_1774952327549,pred_20260331_101847_021,demo-trap-001,demo-trap-001_20260331_101847.jpg,5,5.0000,5,0,5,"{""aphid"": 5}",1,single_image,sample-images/demo-trap-001/20260331_101847.jpg,sample-history/demo-trap-001/20260331_101847.json
2026-03-31T21:09:57Z,round_1774991397264,pred_20260331_210957_022,demo-trap-001,demo-trap-001_20260331_210957.jpg,6,6.0000,6,0,6,"{""aphid"": 6}",1,single_image,sample-images/demo-trap-001/20260331_210957.jpg,sample-history/demo-trap-001/20260331_210957.json
2026-04-01T10:15:11Z,round_1775038511213,pred_20260401_101511_023,demo-trap-001,demo-trap-001_20260401_101511.jpg,7,7.0000,7,0,7,"{""aphid"": 7}",1,single_image,sample-images/demo-trap-001/20260401_101511.jpg,sample-history/demo-trap-001/20260401_101511.json
2026-04-01T20:48:31Z,round_1775076511859,pred_20260401_204831_024,demo-trap-001,demo-trap-001_20260401_204831.jpg,8,8.0000,8,1,9,"{""aphid"": 8, ""slug"": 1}",1,single_image,sample-images/demo-trap-001/20260401_204831.jpg,sample-history/demo-trap-001/20260401_204831.json
2026-04-02T10:13:36Z,round_1775124816932,pred_20260402_101336_025,demo-trap-001,demo-trap-001_20260402_101336.jpg,8,8.0000,8,1,9,"{""aphid"": 8, ""slug"": 1}",1,single_image,sample-images/demo-trap-001/20260402_101336.jpg,sample-history/demo-trap-001/20260402_101336.json
2026-04-02T20:44:08Z,round_1775162648195,pred_20260402_204408_026,demo-trap-001,demo-trap-001_20260402_204408.jpg,9,9.0000,9,0,9,"{""aphid"": 9}",1,single_image,sample-images/demo-trap-001/20260402_204408.jpg,sample-history/demo-trap-001/20260402_204408.json
2026-04-03T10:12:04Z,round_1775211124257,pred_20260403_101204_027,demo-trap-001,demo-trap-001_20260403_101204.jpg,7,7.0000,7,0,7,"{""aphid"": 7}",1,single_image,sample-images/demo-trap-001/20260403_101204.jpg,sample-history/demo-trap-001/20260403_101204.json
2026-04-03T20:46:53Z,round_1775249213346,pred_20260403_204653_028,demo-trap-001,demo-trap-001_20260403_204653.jpg,8,8.0000,8,0,8,"{""aphid"": 8}",1,single_image,sample-images/demo-trap-001/20260403_204653.jpg,sample-history/demo-trap-001/20260403_204653.json
2026-04-04T10:10:42Z,round_1775297442501,pred_20260404_101042_029,demo-trap-001,demo-trap-001_20260404_101042.jpg,8,8.0000,8,0,8,"{""aphid"": 8}",1,single_image,sample-images/demo-trap-001/20260404_101042.jpg,sample-history/demo-trap-001/20260404_101042.json
2026-04-04T20:52:40Z,round_1775335960894,pred_20260404_205240_030,demo-trap-001,demo-trap-001_20260404_205240.jpg,9,9.0000,9,0,9,"{""aphid"": 9}",1,single_image,sample-images/demo-trap-001/20260404_205240.jpg,sample-history/demo-trap-001/20260404_205240.json
2026-04-05T10:16:16Z,round_1775384176795,pred_20260405_101616_031,demo-trap-001,demo-trap-001_20260405_101616.jpg,9,9.0000,9,0,9,"{""aphid"": 9}",1,single_image,sample-images/demo-trap-001/20260405_101616.jpg,sample-history/demo-trap-001/20260405_101616.json
2026-04-05T20:50:15Z,round_1775422215191,pred_20260405_205015_032,demo-trap-001,demo-trap-001_20260405_205015.jpg,10,10.0000,10,0,10,"{""aphid"": 10}",1,single_image,sample-images/demo-trap-001/20260405_205015.jpg,sample-history/demo-trap-001/20260405_205015.json
2026-04-06T10:14:28Z,round_1775470468852,pred_20260406_101428_033,demo-trap-001,demo-trap-001_20260406_101428.jpg,9,9.0000,9,0,9,"{""aphid"": 9}",1,single_image,sample-images/demo-trap-001/20260406_101428.jpg,sample-history/demo-trap-001/20260406_101428.json
2026-04-06T20:43:52Z,round_1775508232954,pred_20260406_204352_034,demo-trap-001,demo-trap-001_20260406_204352.jpg,10,10.0000,10,0,10,"{""aphid"": 10}",1,single_image,sample-images/demo-trap-001/20260406_204352.jpg,sample-history/demo-trap-001/20260406_204352.json
2026-04-07T10:12:54Z,round_1775556774958,pred_20260407_101254_035,demo-trap-001,demo-trap-001_20260407_101254.jpg,8,8.0000,8,0,8,"{""aphid"": 8}",1,single_image,sample-images/demo-trap-001/20260407_101254.jpg,sample-history/demo-trap-001/20260407_101254.json
2026-04-07T20:41:33Z,round_1775594493397,pred_20260407_204133_036,demo-trap-001,demo-trap-001_20260407_204133.jpg,9,9.0000,9,1,10,"{""aphid"": 9, ""slug"": 1}",1,single_image,sample-images/demo-trap-001/20260407_204133.jpg,sample-history/demo-trap-001/20260407_204133.json
2026-04-08T10:11:31Z,round_1775643091456,pred_20260408_101131_037,demo-trap-001,demo-trap-001_20260408_101131.jpg,10,10.0000,10,1,11,"{""aphid"": 10, ""slug"": 1}",1,single_image,sample-images/demo-trap-001/20260408_101131.jpg,sample-history/demo-trap-001/20260408_101131.json
2026-04-08T20:39:18Z,round_1775680758619,pred_20260408_203918_038,demo-trap-001,demo-trap-001_20260408_203918.jpg,11,11.0000,11,0,11,"{""aphid"": 11}",1,single_image,sample-images/demo-trap-001/20260408_203918.jpg,sample-history/demo-trap-001/20260408_203918.json
2026-04-09T10:13:07Z,round_1775729587492,pred_20260409_101307_039,demo-trap-001,demo-trap-001_20260409_101307.jpg,11,11.0000,11,0,11,"{""aphid"": 11}",1,single_image,sample-images/demo-trap-001/20260409_101307.jpg,sample-history/demo-trap-001/20260409_101307.json
2026-04-09T20:37:05Z,round_1775767025534,pred_20260409_203705_040,demo-trap-001,demo-trap-001_20260409_203705.jpg,12,12.0000,12,0,12,"{""aphid"": 12}",1,single_image,sample-images/demo-trap-001/20260409_203705.jpg,sample-history/demo-trap-001/20260409_203705.json
2026-04-10T10:15:49Z,round_1775816149864,pred_20260410_101549_041,demo-trap-001,demo-trap-001_20260410_101549.jpg,10,10.0000,10,0,10,"{""aphid"": 10}",1,single_image,sample-images/demo-trap-001/20260410_101549.jpg,sample-history/demo-trap-001/20260410_101549.json
2026-04-10T20:35:42Z,round_1775853342788,pred_20260410_203542_042,demo-trap-001,demo-trap-001_20260410_203542.jpg,11,11.0000,11,0,11,"{""aphid"": 11}",1,single_image,sample-images/demo-trap-001/20260410_203542.jpg,sample-history/demo-trap-001/20260410_203542.json
2026-04-11T10:16:34Z,round_1775902594568,pred_20260411_101634_043,demo-trap-001,demo-trap-001_20260411_101634.jpg,11,11.0000,11,0,11,"{""aphid"": 11}",1,single_image,sample-images/demo-trap-001/20260411_101634.jpg,sample-history/demo-trap-001/20260411_101634.json
2026-04-11T20:33:24Z,round_1775939604972,pred_20260411_203324_044,demo-trap-001,demo-trap-001_20260411_203324.jpg,12,12.0000,12,0,12,"{""aphid"": 12}",1,single_image,sample-images/demo-trap-001/20260411_203324.jpg,sample-history/demo-trap-001/20260411_203324.json
2026-04-12T10:12:48Z,round_1775988768452,pred_20260412_101248_045,demo-trap-001,demo-trap-001_20260412_101248.jpg,12,12.0000,12,0,12,"{""aphid"": 12}",1,single_image,sample-images/demo-trap-001/20260412_101248.jpg,sample-history/demo-trap-001/20260412_101248.json
2026-04-12T20:31:17Z,round_1776025877365,pred_20260412_203117_046,demo-trap-001,demo-trap-001_20260412_203117.jpg,13,13.0000,13,0,13,"{""aphid"": 13}",1,single_image,sample-images/demo-trap-001/20260412_203117.jpg,sample-history/demo-trap-001/20260412_203117.json
2026-04-13T10:11:15Z,round_1776077475120,pred_20260413_101115_047,demo-trap-001,demo-trap-001_20260413_101115.jpg,12,12.0000,12,0,12,"{""aphid"": 12}",1,single_image,sample-images/demo-trap-001/20260413_101115.jpg,sample-history/demo-trap-001/20260413_101115.json
2026-04-13T20:28:56Z,round_1776112136484,pred_20260413_202856_048,demo-trap-001,demo-trap-001_20260413_202856.jpg,13,13.0000,13,1,14,"{""aphid"": 13, ""slug"": 1}",1,single_image,sample-images/demo-trap-001/20260413_202856.jpg,sample-history/demo-trap-001/20260413_202856.json
2026-04-14T10:09:54Z,round_1776161394546,pred_20260414_100954_049,demo-trap-001,demo-trap-001_20260414_100954.jpg,11,11.0000,11,1,12,"{""aphid"": 11, ""slug"": 1}",1,single_image,sample-images/demo-trap-001/20260414_100954.jpg,sample-history/demo-trap-001/20260414_100954.json
2026-04-14T20:26:43Z,round_1776198403047,pred_20260414_202643_050,demo-trap-001,demo-trap-001_20260414_202643.jpg,12,12.0000,12,2,14,"{""aphid"": 12, ""slug"": 2}",1,single_image,sample-images/demo-trap-001/20260414_202643.jpg,sample-history/demo-trap-001/20260414_202643.json
2026-04-15T10:08:22Z,round_1776247702966,pred_20260415_100822_051,demo-trap-001,demo-trap-001_20260415_100822.jpg,12,12.0000,12,0,12,"{""aphid"": 12}",1,single_image,sample-images/demo-trap-001/20260415_100822.jpg,sample-history/demo-trap-001/20260415_100822.json
2026-04-15T20:24:31Z,round_1776284671838,pred_20260415_202431_052,demo-trap-001,demo-trap-001_20260415_202431.jpg,14,14.0000,14,0,14,"{""aphid"": 14}",1,single_image,sample-images/demo-trap-001/20260415_202431.jpg,sample-history/demo-trap-001/20260415_202431.json
2026-04-16T10:10:41Z,round_1776334241492,pred_20260416_101041_053,demo-trap-001,demo-trap-001_20260416_101041.jpg,14,14.0000,14,0,14,"{""aphid"": 14}",1,single_image,sample-images/demo-trap-001/20260416_101041.jpg,sample-history/demo-trap-001/20260416_101041.json
2026-04-16T20:21:54Z,round_1776370914563,pred_20260416_202154_054,demo-trap-001,demo-trap-001_20260416_202154.jpg,15,15.0000,15,0,15,"{""aphid"": 15}",1,single_image,sample-images/demo-trap-001/20260416_202154.jpg,sample-history/demo-trap-001/20260416_202154.json
2026-04-17T10:12:36Z,round_1776419556850,pred_20260417_101236_055,demo-trap-001,demo-trap-001_20260417_101236.jpg,13,13.0000,13,0,13,"{""aphid"": 13}",1,single_image,sample-images/demo-trap-001/20260417_101236.jpg,sample-history/demo-trap-001/20260417_101236.json
2026-04-17T20:19:38Z,round_1776457178026,pred_20260417_201938_056,demo-trap-001,demo-trap-001_20260417_201938.jpg,14,14.0000,14,0,14,"{""aphid"": 14}",1,single_image,sample-images/demo-trap-001/20260417_201938.jpg,sample-history/demo-trap-001/20260417_201938.json
2026-04-18T10:11:28Z,round_1776505888685,pred_20260418_101128_057,demo-trap-001,demo-trap-001_20260418_101128.jpg,14,14.0000,14,0,14,"{""aphid"": 14}",1,single_image,sample-images/demo-trap-001/20260418_101128.jpg,sample-history/demo-trap-001/20260418_101128.json
2026-04-18T20:17:12Z,round_1776543432995,pred_20260418_201712_058,demo-trap-001,demo-trap-001_20260418_201712.jpg,15,15.0000,15,2,17,"{""aphid"": 15, ""slug"": 2}",1,single_image,sample-images/demo-trap-001/20260418_201712.jpg,sample-history/demo-trap-001/20260418_201712.json
2026-04-19T10:14:05Z,round_1776593645171,pred_20260419_101405_059,demo-trap-001,demo-trap-001_20260419_101405.jpg,15,15.0000,15,0,15,"{""aphid"": 15}",1,single_image,sample-images/demo-trap-001/20260419_101405.jpg,sample-history/demo-trap-001/20260419_101405.json
2026-04-19T20:15:09Z,round_1776629709804,pred_20260419_201509_060,demo-trap-001,demo-trap-001_20260419_201509.jpg,16,16.0000,16,1,17,"{""aphid"": 16, ""slug"": 1}",1,single_image,sample-images/demo-trap-001/20260419_201509.jpg,sample-history/demo-trap-001/20260419_201509.json
2026-04-20T10:16:57Z,round_1776680217410,pred_20260420_101657_061,demo-trap-001,demo-trap-001_20260420_101657.jpg,15,15.0000,15,1,16,"{""aphid"": 15, ""slug"": 1}",1,single_image,sample-images/demo-trap-001/20260420_101657.jpg,sample-history/demo-trap-001/20260420_101657.json
2026-04-20T20:13:44Z,round_1776716024271,pred_20260420_201344_062,demo-trap-001,demo-trap-001_20260420_201344.jpg,16,16.0000,16,0,16,"{""aphid"": 16}",1,single_image,sample-images/demo-trap-001/20260420_201344.jpg,sample-history/demo-trap-001/20260420_201344.json
2026-04-21T10:12:24Z,round_1776766344419,pred_20260421_101224_063,demo-trap-001,demo-trap-001_20260421_101224.jpg,14,14.0000,14,0,14,"{""aphid"": 14}",1,single_image,sample-images/demo-trap-001/20260421_101224.jpg,sample-history/demo-trap-001/20260421_101224.json
2026-04-21T14:24:36Z,round_1776781476764,pred_20260421_142436_064,demo-trap-001,demo-trap-001_20260421_142436.jpg,14,14.0000,14,0,14,"{""aphid"": 14}",1,single_image,sample-images/demo-trap-001/20260421_142436.jpg,sample-history/demo-trap-001/20260421_142436.json
2026-04-21T14:24:57Z,round_1776781497266,pred_20260421_142457_065,demo-trap-001,demo-trap-001_20260421_142457.jpg,14,14.0000,14,0,14,"{""aphid"": 14}",1,single_image,sample-images/demo-trap-001/20260421_142457.jpg,sample-history/demo-trap-001/20260421_142457.json
2026-04-21T20:10:18Z,round_1776802218746,pred_20260421_201018_066,demo-trap-001,demo-trap-001_20260421_201018.jpg,15,15.0000,15,0,15,"{""aphid"": 15}",1,single_image,sample-images/demo-trap-001/20260421_201018.jpg,sample-history/demo-trap-001/20260421_201018.json
